Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,random,sr no
51369,0,1,,297,7,79,0,11,182,,8,2,4,8,0,0,0,0,0,0,3,,0,887,268
37760,0,0,,84,5,38,150,12,28,,4,1,6,7,0,0,0,0,0,0,3,,0,1183,269
65640,0,1,,204,7,149,20,15,66,,5,1,8,2,0,0,0,0,0,0,3,,0,2103,270
44319,1,1,,26,0,8,0,0,3,,2,0,3,5,0,0,0,0,0,0,3,,0,378,271
30631,1,0,,15,6,20,4,5,20,,3,1,2,7,0,0,0,0,0,0,3,,0,2124,272
75278,0,0,,304,98,230,150,74,74,1,,3,13,3,0,0,0,0,0,0,3,,0,645,273
50898,1,1,,285,28,242,55,114,135,13,,2,12,5,0,0,0,0,0,0,3,,0,2030,274
79946,0,0,,395,183,565,166,141,28,1,,11,5,3,0,0,0,0,0,0,3,,0,615,275
35416,0,0,,248,3,81,4,3,51,3,,1,5,8,0,0,0,0,0,0,3,,0,1939,276
32414,0,0,,20,6,5,0,9,12,1,,0,3,7,1,0,0,0,0,0,3,,0,818,277
38361,1,0,,39,0,56,20,8,14,3,,1,3,7,0,0,0,0,0,0,3,,0,1735,278
82497,0,0,32,,129,573,216,21,203,1,,7,9,4,0,0,1,0,0,0,3,,0,2088,279
16626,2,0,76,,3,22,21,1,13,3,,0,3,9,0,0,0,0,0,0,3,,0,615,280
29672,1,1,6,,1,3,0,4,8,1,,0,3,6,0,0,0,0,0,0,3,,0,734,281
55951,0,1,62,,0,80,0,13,40,3,,6,11,8,0,1,0,0,1,0,3,,0,1609,282
35388,1,0,20,,4,7,4,3,8,1,,0,3,7,0,0,0,0,0,0,3,,0,2037,283
42386,1,0,43,,4,16,0,4,11,1,,0,3,8,0,0,0,0,0,0,3,,0,770,284
68627,0,0,45,,15,263,60,54,38,1,,3,6,1,0,0,0,0,0,0,3,,0,2174,285
57912,0,1,34,,0,80,0,0,35,5,,3,12,5,0,1,0,0,0,0,3,,0,1564,286
35246,1,1,53,,0,12,2,2,10,4,,1,3,5,0,0,0,0,0,0,3,,0,1744,287
58821,0,1,44,,14,154,19,0,28,1,,2,9,6,0,0,0,0,0,0,3,,0,326,288
46377,1,0,89,,0,46,4,3,0,1,,1,3,4,0,0,0,0,0,0,3,,0,1103,289
39747,1,0,43,,15,93,20,13,52,3,,1,4,8,0,0,0,0,0,0,3,,0,1984,290
23976,1,0,68,,1,21,2,3,25,3,,1,3,7,0,0,0,0,0,0,3,,0,199,291
80950,0,0,44,,147,112,219,147,63,1,,7,9,2,0,0,0,1,0,0,3,,0,465,292
27038,0,0,64,,26,25,17,23,15,1,,0,3,9,0,0,0,0,0,0,3,,1,1880,293
77457,0,0,85,,11,400,15,45,11,1,,5,10,1,0,0,1,0,0,0,3,11,0,1147,294
64100,0,1,93,,0,27,0,0,10,1,,3,6,7,0,1,0,0,0,0,3,11,0,1693,295
42670,0,0,12,,2,46,20,4,15,1,,2,4,4,0,0,0,0,0,0,3,11,0,1077,296
12571,1,0,86,,5,14,2,12,17,4,,1,3,6,0,0,0,0,0,0,3,11,0,1825,297
22574,2,1,28,,0,8,2,0,2,2,,0,3,7,0,0,0,0,0,0,3,11,0,1941,298
70893,0,0,42,,44,561,77,44,14,1,,6,10,3,0,0,0,0,0,0,3,11,0,1376,299
54198,1,1,13,,0,28,3,2,17,6,,1,6,4,0,0,0,0,0,0,3,11,0,16,300
28839,1,1,86,,0,7,0,0,1,2,,0,3,5,0,0,0,0,0,0,3,11,0,2076,301
40321,1,1,59,,4,21,6,0,27,2,,0,3,7,0,0,0,0,0,0,3,11,0,2178,302
66503,1,0,30,,64,128,65,3,50,2,,3,6,3,0,0,0,0,0,0,3,11,0,600,303
30833,1,1,33,,0,7,3,1,6,2,1,,3,5,0,0,0,0,0,0,3,11,0,1041,304
64795,0,1,23,,5,119,38,29,77,3,3,,12,2,0,0,0,0,0,0,3,11,0,1939,305
34421,1,0,81,,3,7,6,2,9,1,1,,2,7,0,0,0,0,0,0,3,11,0,1124,306
47025,1,1,6,,0,3,0,0,1,1,1,,2,7,0,0,0,0,0,0,3,11,0,236,307
64325,0,1,41,,60,353,78,12,73,5,10,,5,7,0,0,0,0,0,0,3,11,0,773,308
40464,0,1,78,,17,118,7,23,41,6,8,,8,8,0,0,0,0,0,0,3,11,0,860,309
62187,0,0,49,,0,275,45,45,126,1,4,,5,3,0,0,0,0,0,0,3,11,0,1669,310
14849,1,0,39,,2,28,3,2,9,3,2,,4,8,0,0,0,0,0,0,3,11,0,571,311
27255,1,0,3,,1,11,0,1,2,1,1,,3,7,0,0,0,0,0,0,3,11,0,1491,312
54432,2,1,37,,0,5,0,0,0,1,1,,3,4,0,0,0,0,0,0,3,11,0,1138,313
29999,1,0,22,,7,59,10,5,11,4,3,,4,8,0,0,0,0,0,0,3,11,0,2143,314
24072,1,0,79,,1,6,3,0,4,1,1,,2,8,0,0,0,0,0,0,3,11,0,584,315
33996,0,0,46,,2,15,8,0,6,1,1,,3,4,0,0,0,0,0,0,3,11,0,275,316
66334,0,1,82,,11,218,0,0,23,2,9,,5,5,0,0,0,0,0,0,3,11,1,941,317
35178,1,0,10,,1,13,2,2,18,1,1,,2,7,1,0,0,0,0,0,3,11,1,2179,318
22010,1,0,51,,2,9,3,0,8,2,2,,3,8,0,0,0,0,0,0,3,11,0,654,319
62204,0,2,38,,46,247,151,46,139,1,4,,12,3,0,0,0,0,0,0,3,11,0,2121,320
75693,0,0,10,,153,293,72,97,30,1,11,,6,4,0,1,1,1,0,0,3,11,1,1863,321
30675,1,0,14,,2,16,11,2,21,1,1,,3,8,0,0,0,0,0,0,3,11,0,2106,322
83003,0,0,18,,61,570,40,25,122,1,7,,8,3,0,0,1,0,0,0,3,11,1,1587,323
68655,0,0,95,,19,832,75,118,38,1,4,,11,3,0,0,0,0,0,0,3,11,0,637,324
41411,0,0,11,,32,38,11,3,18,1,2,,4,6,0,0,0,0,0,0,3,11,0,330,325
55212,0,1,65,,0,45,0,0,34,3,4,,11,8,0,1,0,0,1,0,3,11,0,1066,326
59292,0,1,71,378,,68,19,14,14,2,3,,8,3,0,0,0,0,0,0,3,11,0,820,327
27190,1,0,13,1,,7,0,1,3,1,1,,2,8,1,0,0,0,0,0,3,11,1,2164,328
82623,0,0,58,204,,204,172,153,173,1,2,,4,1,0,0,0,0,0,0,3,11,0,620,329
44300,1,1,65,30,,9,0,0,3,2,1,,3,6,0,0,0,0,0,0,3,11,0,1384,330
84835,0,0,0,189,,379,111,189,218,1,4,,6,1,0,0,0,0,0,0,3,11,1,437,331
30372,1,1,33,15,,12,7,3,7,3,2,,3,7,0,0,0,0,0,0,3,11,0,2021,332
33181,1,0,90,9,,3,0,0,4,1,1,,2,6,1,0,0,0,0,0,3,11,0,557,333
71113,0,1,95,495,,255,11,33,8,4,6,,9,4,0,0,0,0,0,0,3,11,0,213,334
71952,1,0,93,656,,455,52,107,93,2,8,,8,4,1,0,1,0,0,0,3,11,0,1277,335
69759,0,0,38,452,,514,13,30,0,3,4,6,,3,0,0,0,0,0,0,3,11,1,1476,336
72099,0,0,18,546,,410,119,0,22,1,3,4,,1,0,0,0,0,0,0,3,11,0,1953,337
60000,0,1,57,1048,,217,0,0,12,5,11,3,,6,0,0,0,0,0,0,3,11,0,1532,338
38643,1,1,45,22,,14,0,1,10,2,2,0,,7,0,0,0,0,0,1,3,11,0,98,339
50737,0,1,61,78,,11,0,0,10,1,2,0,,6,0,1,0,0,0,0,3,11,0,1676,340
68462,0,0,6,561,,785,84,128,48,1,3,3,,1,0,0,0,0,0,0,3,11,0,634,341
65073,0,0,65,629,,177,69,0,8,1,5,3,,2,0,0,0,0,0,1,3,11,0,1951,342
46681,0,2,52,269,,69,15,19,38,2,4,6,,5,0,0,0,0,0,0,3,11,0,291,343
78618,0,0,87,736,,818,212,163,61,1,4,7,,2,0,1,0,0,0,0,3,11,0,363,344
62187,0,1,38,512,,83,0,0,41,3,6,2,,4,0,0,0,0,0,0,3,11,0,719,345
28442,2,0,53,19,,10,11,8,6,3,2,1,,4,0,0,0,0,0,0,3,11,0,1242,346
37717,1,0,31,9,,6,4,1,5,1,1,0,,9,0,0,0,0,0,0,3,11,0,2185,347
51479,1,1,67,247,,160,6,8,65,7,6,3,,7,0,0,0,0,0,0,3,11,0,168,348
54803,0,1,65,404,,92,28,27,142,2,6,2,,4,0,0,0,0,0,0,3,11,0,114,349
79530,0,0,64,333,,815,129,42,29,1,4,10,,2,0,0,0,0,0,0,3,11,0,810,350
31615,1,0,82,2,,20,6,11,9,2,2,0,,7,0,0,0,0,0,0,3,11,0,1160,351
72025,0,0,27,833,,549,151,133,233,1,4,3,,3,0,0,0,0,0,0,3,11,0,1384,352
52614,0,1,63,789,,142,12,9,38,2,2,4,,8,0,0,0,0,0,0,3,11,0,193,353
35684,1,0,66,10,,7,0,6,3,1,1,0,,6,0,0,0,0,0,0,3,11,0,1706,354
48178,1,1,69,159,,45,6,2,38,6,5,1,,8,0,0,0,0,0,0,3,11,0,1690,355
29548,1,0,52,7,,6,3,1,11,1,1,1,,4,1,0,0,0,0,0,3,11,0,1971,356
63810,0,1,45,977,,253,16,12,101,4,4,3,,8,0,1,0,0,0,0,3,11,0,1978,357
38578,1,1,2,38,,22,3,3,3,3,3,0,,8,0,0,0,0,0,0,3,11,1,314,358
46098,1,1,86,57,,27,0,0,36,4,3,2,,8,0,0,0,0,0,0,3,11,0,1637,359
22585,0,0,23,3,,15,13,2,39,1,1,1,,9,1,0,0,0,0,0,3,11,1,565,360
30279,1,0,13,10,,14,4,4,1,1,1,0,,8,0,0,0,0,0,0,3,11,0,379,361
66426,0,1,14,1043,,97,32,24,157,2,3,5,,6,0,0,0,0,0,0,3,11,0,194,362
30822,1,0,92,3,,13,2,12,12,1,1,0,,7,0,0,0,0,0,0,3,11,0,1841,363
33581,2,0,38,11,,5,0,0,1,1,1,0,,8,0,0,0,0,0,0,3,11,0,1788,364
19986,1,0,74,3,,5,0,2,6,1,0,0,,7,0,0,0,0,0,0,3,11,0,1292,365
27421,0,0,14,43,,96,78,40,55,3,4,1,,7,0,0,0,0,0,0,3,11,0,1387,366
35688,2,1,94,73,,90,12,1,32,7,4,1,,8,0,0,0,0,0,0,3,11,0,2191,367
36143,1,0,33,12,,1,0,0,6,1,0,1,,3,0,0,0,0,0,0,3,11,0,2048,368
10245,1,0,32,4,,7,6,4,13,3,1,2,,5,0,0,0,0,0,0,3,11,0,540,369
43795,0,1,11,314,,53,4,3,107,3,7,3,,7,0,1,0,0,0,0,3,11,1,635,370
63381,0,1,78,571,,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,532,371
38823,0,1,56,70,,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,762,372
83664,1,1,57,866,,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,993,373
90300,0,0,7,594,,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,1442,374
62499,1,0,0,140,,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,1532,375
74293,0,0,66,375,,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,162,376
51012,0,0,86,102,,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,1206,377
70777,0,1,80,554,,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,951,378
68682,0,0,56,919,,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,466,379
43824,1,1,18,96,,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,346,380
15345,1,0,51,5,,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,704,381
23442,1,0,71,2,,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,832,382
14515,1,0,71,6,,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,808,383
31395,1,1,80,23,,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,301,384
75276,0,0,2,610,,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,440,385
42373,1,1,83,67,,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,1670,386
30507,0,0,29,65,,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,1515,387
55521,1,2,11,416,,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,124,388
48006,1,1,55,23,,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1710,389
27213,1,0,19,19,,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,2052,390
65808,1,1,1,155,,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,1193,391
30351,1,0,19,14,,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,1478,392
50437,0,2,28,370,,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,1999,393
23616,1,0,76,4,,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,596,394
53858,0,1,50,407,,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,524,395
66465,0,1,1,1200,,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,1214,396
46923,1,0,90,85,,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,994,397
75072,0,1,83,583,,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,1369,398
75865,0,0,73,483,,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,1684,399
19789,1,0,24,2,,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,977,400
80134,0,0,11,966,,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,1737,401
91065,0,0,33,822,,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,1289,402
49505,1,1,4,604,,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,1558,403
37401,1,0,14,19,3,,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1377,404
30096,1,0,30,5,3,,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,999,405
18492,1,0,75,2,2,,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1706,406
82584,0,0,26,1076,68,,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,1591,407
93027,0,0,77,1285,42,,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,1585,408
48686,1,2,8,10,0,,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1785,409
92910,0,0,42,551,137,,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,2126,410
75433,1,0,28,800,0,,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,1060,411
10404,1,0,52,2,2,,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,12,412
61314,0,1,1,378,0,,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,1868,413
84865,0,0,1,1248,16,,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,2116,414
42387,1,0,42,235,0,,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,2197,415
67309,1,1,76,515,47,,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,329,416
75236,0,1,27,438,66,,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,1495,417
30015,1,0,28,25,0,,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,1673,418
50943,0,1,49,31,0,,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,480,419
67272,0,1,12,357,35,,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,1078,420
51529,0,1,14,400,4,,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,639,421
32011,1,0,89,99,0,,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,969,422
7500,1,0,96,1,11,,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1025,423
28691,1,0,56,5,4,,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,74,424
56223,0,1,72,77,28,,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,887,425
18100,0,0,14,3,1,,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,1176,426
30279,1,0,13,10,4,,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1574,427
20130,0,0,99,0,6,,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,249,428
23295,0,0,72,0,0,,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,386,429
42618,1,0,92,76,14,,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,1084,430
81246,0,0,87,398,190,,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,97,431
24027,1,0,7,14,7,,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,318,432
55707,0,1,91,208,7,,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,448,433
57959,0,1,71,430,16,,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,2102,434
56796,0,1,24,656,38,,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,550,435
36230,1,0,17,14,2,,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1777,436
70829,1,1,87,141,70,,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,487,437
65991,0,1,21,507,19,,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,583,438
38988,1,2,90,164,24,,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,2104,439
89572,0,0,44,606,24,,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,714,440
42207,1,0,71,116,11,,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,1517,441
50300,0,1,52,143,15,,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,598,442
66664,0,0,78,398,96,,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,1716,443
60597,0,1,2,522,0,,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,1037,444
70165,0,0,60,161,0,,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,522,445
50520,0,1,25,112,0,,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,853,446
80124,0,0,47,483,84,,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,1692,447
33183,1,0,46,7,5,,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,812,448
66582,0,0,83,789,25,,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,1545,449
75261,0,0,17,1239,17,,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,786,450
31880,1,0,13,4,1,,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,878,451
53790,0,2,86,335,42,,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,740,452
49269,1,0,92,639,8,,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,1367,453
61456,0,1,47,563,76,,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,1433,454
37406,1,0,18,2,0,,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,1646,455
56937,1,0,81,746,8,,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,961,456
38415,1,1,91,22,1,,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,492,457
20518,1,0,58,4,1,,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,1735,458
62503,0,1,40,478,0,,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,37,459
41644,1,1,67,20,3,,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,1686,460
55842,0,1,19,451,0,,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,1080,461
62010,0,1,93,371,22,,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,1614,462
41124,1,0,41,281,7,,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,1741,463
38961,1,0,60,19,7,,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,974,464
37760,1,0,54,26,3,,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2046,465
32233,1,0,26,138,15,,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,100,466
43057,0,1,30,213,2,,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,537,467
83151,0,0,93,407,28,,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,1639,468
78825,0,0,35,483,74,,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,1154,469
65104,0,1,4,738,0,,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,119,470
60093,0,1,92,502,12,,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,388,471
14045,1,0,24,11,0,,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,858,472
28457,0,0,96,24,1,,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,2147,473
78952,0,1,11,1170,19,,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,1808,474
46310,1,0,99,185,2,,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,1848,475
76005,0,0,72,983,20,,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,572,476
58308,0,1,77,691,0,,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,148,477
55614,0,0,85,504,13,,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,1663,478
59432,0,1,88,317,25,,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,206,479
55563,0,1,22,29,1,,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,692,480
78642,0,1,83,1396,0,,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,910,481
67911,0,1,63,529,0,356,,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,1779,482
65275,0,0,9,388,14,218,,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,1797,483
27203,1,1,92,13,2,21,,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2020,484
48330,0,1,2,28,0,4,,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,706,485
24279,0,0,6,16,36,21,,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,306,486
64355,1,0,66,1047,0,140,,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1824,487
50943,0,1,49,31,0,7,,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1490,488
53653,0,0,29,815,10,239,,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,2114,489
65665,0,1,77,225,162,387,,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,1346,490
81217,0,0,77,493,70,324,,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,144,491
34935,0,0,71,34,4,66,,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,2172,492
61250,0,1,49,382,138,65,,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,1663,493
39665,1,0,97,127,1,56,,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,694,494
60152,0,1,6,325,83,300,,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,613,495
48920,0,2,93,238,17,68,,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,2140,496
89120,0,0,78,1168,92,408,,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,832,497
44124,0,1,62,284,0,55,,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,1250,498
81169,0,0,47,1288,20,613,,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,389,499
36443,1,1,9,65,0,46,,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,1963,500
26095,1,0,77,11,7,9,,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1163,501
71367,0,0,24,227,23,389,,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,2017,502
80184,0,0,19,1035,134,670,,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,1313,503
30630,1,1,67,27,1,12,,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1890,504
73454,0,0,95,982,73,351,,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,2034,505
42691,0,0,48,179,2,64,,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,812,506
70503,0,0,73,1379,33,216,,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,1466,507
25545,1,0,35,32,1,64,,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,89,508
32880,1,0,76,8,4,15,,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2174,509
77863,0,0,20,881,38,319,,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,1532,510
50353,0,0,72,141,15,153,,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,496,511
61839,0,0,20,1000,155,379,,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,1547,512
49154,1,1,69,206,10,67,,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,438,513
47682,0,1,80,162,61,83,,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,1801,514
72679,0,1,65,619,54,260,,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,613,515
57954,1,1,52,456,4,24,,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48,516
65316,1,1,65,112,6,92,,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,2081,517
28567,1,0,57,11,3,22,,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2155,518
47352,0,1,70,172,12,112,,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,1139,519
44931,0,1,0,78,0,11,,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,1338,520
76982,0,0,19,464,151,292,,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,1762,521
57247,0,1,50,99,4,32,,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,629,522
22944,1,0,67,19,3,19,,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,1686,523
25315,1,0,46,1,9,8,,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,1809,524
43638,0,1,37,63,10,83,,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,267,525
42710,1,0,38,252,3,42,,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,1917,526
84169,0,0,9,1478,19,403,,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,799,527
54058,0,1,56,198,18,252,,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,1385,528
24683,1,0,98,8,4,10,,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1308,529
85620,0,0,68,416,46,925,,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,689,530
47850,1,0,72,42,7,43,,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,2073,531
